Time,TrialID,GazePosX,GazePosY,PupilDilation,TrialImage,TrialCategory
376588,1,431.3,597.7,4773.85,Rest1,Rest
376628,1,429.8,602.3,4726.3,Rest1,Rest
376668,1,429.4,610.9,4686.15,Rest1,Rest
376708,1,430.2,610.7,4668.65,Rest1,Rest
376748,1,431.3,618.0,4641.2,Rest1,Rest
376788,1,432.6,620.7,4637.25,Rest1,Rest
376828,1,431.0,622.3,4628.3,Rest1,Rest
376868,1,508.4,668.9,4633.0,Rest1,Rest
376908,1,645.3,756.9,4601.1,Rest1,Rest
376948,1,648.0,761.8,4609.9,Rest1,Rest
376988,1,648.4,760.6,4615.5,Rest1,Rest
377028,1,650.8,763.4,4619.15,Rest1,Rest
377068,1,654.3,767.5,4637.55,Rest1,Rest
377108,1,660.5,792.7,4636.05,Rest1,Rest
377148,1,659.0,791.2,4650.75,Rest1,Rest
377188,1,662.9,785.7,4664.7,Rest1,Rest
377228,1,661.0,782.9,4685.05,Rest1,Rest
377268,1,661.3,783.3,4712.45,Rest1,Rest
377308,1,660.0,780.3,4731.1,Rest1,Rest
377348,1,659.2,775.6,4762.9,Rest1,Rest
377388,1,657.7,774.6,4797.9,Rest1,Rest
377428,1,661.9,772.3,4825.05,Rest1,Rest
377468,1,660.1,770.3,4859.95,Rest1,Rest
377508,1,658.9,763.9,4873.75,Rest1,Rest
377548,1,649.1,762.5,4912.4,Rest1,Rest
377588,1,638.7,759.2,4938.25,Rest1,Rest
377628,1,636.7,757.4,4964.25,Rest1,Rest
377668,1,639.8,761.2,4982.85,Rest1,Rest
377708,1,638.1,754.4,4997.95,Rest1,Rest
377748,1,633.9,748.8,5023.5,Rest1,Rest
377788,1,634.6,743.3,5041.3,Rest1,Rest
377828,1,636.1,737.6,5087.65,Rest1,Rest
377868,1,636.7,735.6,5116.25,Rest1,Rest
377908,1,634.1,730.9,5126.25,Rest1,Rest
377948,1,631.7,724.7,5176.25,Rest1,Rest
377988,1,631.3,716.4,5202.75,Rest1,Rest
378028,1,630.4,717.3,5234.6,Rest1,Rest
378068,1,629.4,720.0,5245.6,Rest1,Rest
378108,1,629.0,716.3,5269.2,Rest1,Rest
378148,1,629.1,716.4,5299.45,Rest1,Rest
378188,1,630.3,719.2,5304.15,Rest1,Rest
378228,1,630.6,720.5,5308.95,Rest1,Rest
378268,1,628.4,715.9,5343.75,Rest1,Rest
378308,1,626.5,719.8,5347.2,Rest1,Rest
378348,1,628.0,720.1,5356.7,Rest1,Rest
378388,1,635.9,722.4,5369.9,Rest1,Rest
378428,1,643.2,709.8,5376.15,Rest1,Rest
378468,1,643.6,710.8,5368.85,Rest1,Rest
378508,1,641.4,709.8,5379.05,Rest1,Rest
378548,1,640.3,707.3,5372.35,Rest1,Rest
378588,1,638.7,704.5,5383.95,Rest1,Rest
378628,1,633.7,704.9,5387.65,Rest1,Rest
378668,1,629.6,701.7,5390.75,Rest1,Rest
378708,1,630.3,698.1,5396.2,Rest1,Rest
378748,1,629.5,697.3,5410.5,Rest1,Rest
378788,1,630.1,699.4,5413.45,Rest1,Rest
378828,1,627.9,696.5,5433.1,Rest1,Rest
378868,1,629.6,697.0,5442.55,Rest1,Rest
378908,1,627.8,695.4,5449.75,Rest1,Rest
378948,1,628.0,692.9,5467.05,Rest1,Rest
378988,1,628.8,697.2,5472.35,Rest1,Rest
379028,1,624.9,699.0,5477.3,Rest1,Rest
379068,1,627.2,695.6,5482.25,Rest1,Rest
379108,1,624.5,697.5,5477.45,Rest1,Rest
379148,1,622.6,697.2,5480.4,Rest1,Rest
379188,1,618.7,696.7,5470.05,Rest1,Rest
379228,1,618.7,694.7,5463.45,Rest1,Rest
379268,1,617.2,694.7,5468.4,Rest1,Rest
379308,1,614.0,696.0,5480.2,Rest1,Rest
379348,1,612.9,692.7,5498.5,Rest1,Rest
379388,1,611.0,691.0,5510.2,Rest1,Rest
379428,1,610.4,690.1,5539.45,Rest1,Rest
379468,1,609.3,690.1,5565.8,Rest1,Rest
379508,1,610.0,690.6,5578.5,Rest1,Rest
379548,1,610.2,683.9,5592.25,Rest1,Rest
379588,1,607.6,683.8,5613.1,Rest1,Rest
379628,1,606.0,682.8,5615.1,Rest1,Rest
379668,1,606.3,684.8,5614.75,Rest1,Rest
379708,1,610.5,687.4,5622.4,Rest1,Rest
379748,1,618.5,695.9,5627.0,Rest1,Rest
379788,1,616.6,697.4,5638.15,Rest1,Rest
379828,1,618.8,692.7,5628.95,Rest1,Rest
379868,1,618.9,693.6,5648.0,Rest1,Rest
379908,1,616.7,695.5,5662.2,Rest1,Rest
379948,1,617.8,694.2,5666.45,Rest1,Rest
379988,1,620.7,697.0,5681.6,Rest1,Rest
380028,1,622.6,699.1,5689.15,Rest1,Rest
380068,1,622.4,696.6,5714.15,Rest1,Rest
380108,1,621.2,701.0,5716.2,Rest1,Rest
380148,1,620.6,700.6,5728.3,Rest1,Rest
380188,1,622.0,701.5,5738.45,Rest1,Rest
380228,1,623.7,698.6,5752.55,Rest1,Rest
380268,1,623.6,695.1,5762.2,Rest1,Rest
380308,1,621.5,692.9,5758.15,Rest1,Rest
380348,1,618.8,696.4,5745.45,Rest1,Rest
380388,1,621.7,694.2,5718.95,Rest1,Rest
380428,1,619.5,694.3,5686.6,Rest1,Rest
380468,1,621.7,699.5,5647.1,Rest1,Rest
380508,1,620.8,700.1,5622.6,Rest1,Rest
380548,1,620.7,699.9,5608.75,Rest1,Rest
380588,1,620.0,700.9,5606.95,Rest1,Rest
380628,1,621.1,700.0,5614.35,Rest1,Rest
380668,1,622.9,702.8,5607.05,Rest1,Rest
380708,1,619.3,703.2,5612.9,Rest1,Rest
380748,1,620.7,702.7,5616.95,Rest1,Rest
380788,1,620.8,700.0,5634.4,Rest1,Rest
380828,1,622.5,702.6,5632.95,Rest1,Rest
380868,1,618.3,703.7,5647.2,Rest1,Rest
380908,1,620.1,701.1,5674.65,Rest1,Rest
380948,1,625.1,701.0,5675.25,Rest1,Rest
380988,1,623.8,702.0,5676.15,Rest1,Rest
381028,1,628.0,700.2,5682.6,Rest1,Rest
381068,1,625.1,700.2,5687.15,Rest1,Rest
381108,1,626.0,696.2,5697.85,Rest1,Rest
381148,1,627.0,695.4,5677.15,Rest1,Rest
381188,1,625.4,695.5,5700.4,Rest1,Rest
381228,1,626.8,693.6,5684.55,Rest1,Rest
381268,1,626.7,698.3,5682.6,Rest1,Rest
381308,1,624.5,694.0,5678.05,Rest1,Rest
381348,1,622.5,692.9,5675.65,Rest1,Rest
381388,1,624.4,692.8,5685.85,Rest1,Rest
381428,1,625.3,689.5,5702.5,Rest1,Rest
381468,1,624.7,688.9,5720.8,Rest1,Rest
381508,1,626.1,688.0,5737.8,Rest1,Rest
381548,1,625.0,688.8,5748.6,Rest1,Rest
381588,1,627.0,689.9,5775.85,Rest1,Rest
381628,1,628.8,687.2,5796.15,Rest1,Rest
381668,1,630.6,686.8,5820.9,Rest1,Rest
381708,1,631.8,687.8,5831.3,Rest1,Rest
381748,1,634.0,688.7,5835.55,Rest1,Rest
381788,1,634.4,686.2,5839.5,Rest1,Rest
381828,1,634.8,688.3,5853.3,Rest1,Rest
381868,1,635.5,691.1,5854.2,Rest1,Rest
381908,1,635.9,691.6,5851.65,Rest1,Rest
381948,1,634.3,695.2,5858.05,Rest1,Rest
381988,1,635.2,695.3,5870.5,Rest1,Rest
382028,1,635.7,695.5,5880.1,Rest1,Rest
382068,1,635.3,697.8,5876.35,Rest1,Rest
382108,1,634.5,692.5,5875.1,Rest1,Rest
382148,1,636.8,690.3,5881.45,Rest1,Rest
382188,1,636.3,692.3,5878.45,Rest1,Rest
382228,1,636.1,690.1,5873.35,Rest1,Rest
382268,1,638.7,689.9,5871.4,Rest1,Rest
382308,1,637.6,686.1,5862.0,Rest1,Rest
382348,1,637.2,688.9,5857.65,Rest1,Rest
382388,1,637.1,684.8,5864.75,Rest1,Rest
382428,1,639.2,683.4,5859.7,Rest1,Rest
382468,1,637.3,682.7,5869.4,Rest1,Rest
382508,1,641.7,682.6,5876.4,Rest1,Rest
382548,1,641.8,687.2,5868.9,Rest1,Rest
382588,1,641.2,687.7,5873.9,Rest1,Rest
382628,1,642.8,687.8,5866.85,Rest1,Rest
382668,1,643.6,687.3,5876.2,Rest1,Rest
382708,1,642.8,691.4,5873.95,Rest1,Rest
382748,1,644.1,686.5,5882.25,Rest1,Rest
382788,1,645.4,689.2,5872.2,Rest1,Rest
382828,1,641.1,696.1,5872.15,Rest1,Rest
382868,1,641.7,698.8,5870.45,Rest1,Rest
382908,1,641.8,698.1,5866.55,Rest1,Rest
382948,1,643.1,696.8,5865.75,Rest1,Rest
382988,1,643.7,698.1,5867.45,Rest1,Rest
383028,1,641.7,696.7,5877.0,Rest1,Rest
383068,1,644.5,698.5,5866.1,Rest1,Rest
383108,1,641.6,698.7,5869.45,Rest1,Rest
383148,1,643.7,698.4,5878.15,Rest1,Rest
383188,1,642.1,698.0,5878.65,Rest1,Rest
383228,1,640.4,696.3,5886.3,Rest1,Rest
383268,1,644.5,697.1,5875.35,Rest1,Rest
383308,1,642.4,697.2,5885.25,Rest1,Rest
383348,1,641.6,698.4,5881.45,Rest1,Rest
383388,1,642.0,699.0,5880.05,Rest1,Rest
383428,1,641.7,697.6,5886.1,Rest1,Rest
383468,1,640.2,698.5,5900.55,Rest1,Rest
383508,1,638.9,693.2,5907.05,Rest1,Rest
383548,1,636.0,693.7,5910.75,Rest1,Rest
383588,1,637.4,696.7,5921.1,Rest1,Rest
383628,1,637.2,691.4,5938.25,Rest1,Rest
383668,1,637.5,689.1,5955.95,Rest1,Rest
383708,1,636.6,686.7,5980.95,Rest1,Rest
383748,1,635.4,688.2,5980.85,Rest1,Rest
383788,1,637.8,687.1,5988.5,Rest1,Rest
383828,1,637.2,687.2,5995.0,Rest1,Rest
383868,1,635.5,681.3,5993.55,Rest1,Rest
383908,1,635.6,682.8,5996.25,Rest1,Rest
383948,1,641.0,680.7,5995.45,Rest1,Rest
383988,1,640.7,678.3,5985.85,Rest1,Rest
384028,1,642.0,677.5,5977.7,Rest1,Rest
384068,1,640.5,678.5,5972.8,Rest1,Rest
384108,1,638.6,677.0,5974.35,Rest1,Rest
384148,1,635.8,673.5,5979.7,Rest1,Rest
384188,1,633.2,675.6,5973.15,Rest1,Rest
384228,1,634.4,676.1,5979.9,Rest1,Rest
384268,1,630.7,675.6,5987.35,Rest1,Rest
384308,1,629.7,675.5,6009.15,Rest1,Rest
384348,1,628.8,675.9,6004.0,Rest1,Rest
384388,1,626.9,678.2,6014.15,Rest1,Rest
384428,1,626.0,676.6,6029.55,Rest1,Rest
384468,1,626.6,676.6,6033.65,Rest1,Rest
384508,1,626.9,676.0,6021.0,Rest1,Rest
384548,1,628.3,681.5,6004.3,Rest1,Rest
384588,1,627.3,682.3,5997.0,Rest1,Rest
384628,1,627.2,683.5,5970.0,Rest1,Rest
384668,1,630.0,685.0,5940.45,Rest1,Rest
384708,1,626.9,682.3,5928.3,Rest1,Rest
384748,1,627.9,678.8,5909.55,Rest1,Rest
384788,1,628.8,679.3,5889.95,Rest1,Rest
384828,1,629.9,679.4,5879.35,Rest1,Rest
384868,1,629.2,677.7,5860.6,Rest1,Rest
384908,1,631.1,678.4,5854.65,Rest1,Rest
384948,1,628.5,677.5,5858.4,Rest1,Rest
384988,1,629.1,675.5,5856.7,Rest1,Rest
385028,1,631.0,674.4,5848.55,Rest1,Rest
385068,1,628.8,671.0,5830.85,Rest1,Rest
385108,1,645.0,676.3,5833.9,Rest1,Rest
385148,1,646.0,672.4,5822.55,Rest1,Rest
385188,1,643.7,670.8,5821.3,Rest1,Rest
385228,1,627.0,672.9,5802.5,Rest1,Rest
385268,1,624.3,673.4,5802.0,Rest1,Rest
385308,1,621.3,675.7,5787.0,Rest1,Rest
385348,1,620.7,675.6,5789.75,Rest1,Rest
385388,1,618.7,670.7,5785.1,Rest1,Rest
385428,1,616.5,672.0,5772.75,Rest1,Rest
385468,1,615.4,675.4,5761.35,Rest1,Rest
385508,1,615.1,674.4,5750.8,Rest1,Rest
385548,1,616.0,676.6,5740.65,Rest1,Rest
385588,1,613.2,677.1,5737.8,Rest1,Rest
385628,1,613.5,676.7,5736.4,Rest1,Rest
385668,1,613.4,674.4,5752.3,Rest1,Rest
385708,1,613.0,670.9,5762.15,Rest1,Rest
385748,1,616.0,672.7,5777.2,Rest1,Rest
385788,1,615.3,672.6,5800.6,Rest1,Rest
385828,1,614.2,672.3,5826.0,Rest1,Rest
385868,1,616.9,673.3,5829.8,Rest1,Rest
385908,1,616.8,673.6,5859.65,Rest1,Rest
385948,1,622.4,673.4,5864.85,Rest1,Rest
385988,1,622.1,674.1,5882.35,Rest1,Rest
386028,1,621.6,673.0,5895.4,Rest1,Rest
386068,1,622.5,673.6,5887.45,Rest1,Rest
386108,1,623.9,675.7,5883.75,Rest1,Rest
386148,1,626.6,675.8,5872.55,Rest1,Rest
386188,1,626.2,677.5,5884.8,Rest1,Rest
386228,1,627.4,675.3,5885.35,Rest1,Rest
386268,1,628.9,675.7,5893.7,Rest1,Rest
386308,1,626.7,673.4,5899.0,Rest1,Rest
386348,1,625.8,672.2,5908.85,Rest1,Rest
386388,1,626.5,675.4,5911.05,Rest1,Rest
386428,1,629.0,671.9,5916.55,Rest1,Rest
386468,1,629.8,671.5,5921.4,Rest1,Rest
386508,1,632.1,669.0,5938.6,Rest1,Rest
386548,1,632.3,668.1,5928.75,Rest1,Rest
386588,1,634.1,667.6,5930.95,Rest1,Rest
386628,1,634.5,669.7,5939.5,Rest1,Rest
386668,1,637.1,670.7,5937.1,Rest1,Rest
386708,1,636.9,670.3,5937.9,Rest1,Rest
386748,1,634.4,667.6,5946.45,Rest1,Rest
386788,1,634.9,669.9,5936.8,Rest1,Rest
386828,1,632.7,668.1,5938.9,Rest1,Rest
386868,1,633.3,667.3,5917.15,Rest1,Rest
386908,1,629.5,667.6,5896.8,Rest1,Rest
386948,1,631.2,671.8,5874.7,Rest1,Rest
386988,1,626.6,670.0,5863.15,Rest1,Rest
387028,1,627.4,668.3,5847.8,Rest1,Rest
387068,1,626.4,668.1,5849.85,Rest1,Rest
387108,1,623.5,670.7,5836.05,Rest1,Rest
387148,1,622.8,670.1,5830.35,Rest1,Rest
387188,1,623.7,669.5,5806.95,Rest1,Rest
387228,1,623.8,668.6,5788.3,Rest1,Rest
387268,1,621.4,670.3,5765.05,Rest1,Rest
387308,1,621.9,673.0,5752.1,Rest1,Rest
387348,1,617.1,669.8,5743.6,Rest1,Rest
387388,1,621.1,672.8,5741.15,Rest1,Rest
387428,1,622.4,673.9,5730.05,Rest1,Rest
387468,1,620.6,673.6,5733.45,Rest1,Rest
387508,1,621.6,673.8,5730.35,Rest1,Rest
387548,1,622.0,674.5,5736.4,Rest1,Rest
387588,1,621.9,672.5,5762.0,Rest1,Rest
387628,1,621.4,670.4,5771.7,Rest1,Rest
387668,1,624.5,671.2,5787.55,Rest1,Rest
387708,1,621.8,673.0,5800.55,Rest1,Rest
387748,1,620.7,673.4,5809.45,Rest1,Rest
387788,1,622.6,671.3,5824.35,Rest1,Rest
387828,1,618.3,675.8,5847.8,Rest1,Rest
387868,1,622.0,678.7,5850.55,Rest1,Rest
387908,1,622.2,678.4,5874.15,Rest1,Rest
387948,1,623.1,681.1,5881.75,Rest1,Rest
387988,1,623.1,679.0,5893.05,Rest1,Rest
388028,1,623.7,678.3,5900.7,Rest1,Rest
388068,1,622.7,680.3,5916.7,Rest1,Rest
388108,1,627.8,680.2,5911.4,Rest1,Rest
388148,1,624.9,681.5,5911.95,Rest1,Rest
388188,1,634.8,681.6,5916.25,Rest1,Rest
388228,1,646.1,689.6,5900.2,Rest1,Rest
388268,1,642.7,691.6,5889.35,Rest1,Rest
388308,1,639.7,694.4,5875.05,Rest1,Rest
388348,1,638.4,695.8,5865.35,Rest1,Rest
388388,1,640.1,694.0,5841.65,Rest1,Rest
388428,1,638.6,696.4,5833.85,Rest1,Rest
388468,1,637.5,695.2,5813.7,Rest1,Rest
388508,1,634.6,695.3,5801.8,Rest1,Rest
388548,1,633.8,696.6,5801.25,Rest1,Rest
388588,1,633.1,696.8,5807.95,Rest1,Rest
388628,1,632.7,697.3,5805.9,Rest1,Rest
388668,1,630.3,697.1,5807.0,Rest1,Rest
388708,1,628.9,698.8,5805.45,Rest1,Rest
388748,1,631.1,699.9,5801.75,Rest1,Rest
388788,1,632.0,700.0,5801.45,Rest1,Rest
388828,1,639.6,668.8,4661.35,Rest1,Rest
388868,1,,,0.0,Rest1,Rest
388908,1,,,0.0,Rest1,Rest
388948,1,,,0.0,Rest1,Rest
388988,1,666.9,683.4,5806.6,Rest1,Rest
389028,1,657.4,707.0,5784.15,Rest1,Rest
389068,1,650.3,712.3,5776.15,Rest1,Rest
389108,1,634.0,712.3,5779.45,Rest1,Rest
389148,1,638.8,711.0,5771.5,Rest1,Rest
389188,1,638.3,708.4,5772.0,Rest1,Rest
389228,1,637.9,707.7,5757.0,Rest1,Rest
389268,1,637.6,706.3,5754.2,Rest1,Rest
389308,1,637.5,706.4,5740.8,Rest1,Rest
389348,1,638.3,705.9,5723.0,Rest1,Rest
389388,1,640.5,704.5,5698.6,Rest1,Rest
389428,1,635.2,705.8,5688.95,Rest1,Rest
389468,1,636.5,705.1,5659.05,Rest1,Rest
389508,1,640.8,706.6,5621.5,Rest1,Rest
389548,1,636.5,710.2,5584.3,Rest1,Rest
389588,1,637.6,711.3,5556.5,Rest1,Rest
389628,1,635.1,712.1,5517.1,Rest1,Rest
389668,1,639.3,708.6,5502.05,Rest1,Rest
389708,1,636.0,710.9,5485.45,Rest1,Rest
389748,1,639.1,711.8,5468.0,Rest1,Rest
389788,1,639.2,713.7,5454.5,Rest1,Rest
389828,1,637.7,717.0,5460.55,Rest1,Rest
389868,1,640.6,716.3,5455.95,Rest1,Rest
389908,1,640.7,713.4,5458.25,Rest1,Rest
389948,1,640.3,716.2,5462.3,Rest1,Rest
389988,1,641.4,715.1,5481.55,Rest1,Rest
390028,1,641.0,714.1,5477.9,Rest1,Rest
390068,1,638.8,711.8,5500.15,Rest1,Rest
390108,1,637.2,710.8,5520.6,Rest1,Rest
390148,1,637.1,706.8,5537.7,Rest1,Rest
390188,1,634.2,704.8,5551.8,Rest1,Rest
390228,1,633.3,704.0,5563.15,Rest1,Rest
390268,1,629.3,702.0,5565.6,Rest1,Rest
390308,1,628.6,699.5,5570.6,Rest1,Rest
390348,1,632.3,697.5,5581.95,Rest1,Rest
390388,1,645.8,677.8,5604.05,Rest1,Rest
390428,1,645.4,680.5,5612.2,Rest1,Rest
390468,1,646.9,675.4,5602.05,Rest1,Rest
390508,1,647.4,677.9,5607.05,Rest1,Rest
390548,1,639.6,677.9,5620.2,Rest1,Rest
390588,1,633.8,679.0,5621.75,Rest1,Rest
390628,1,635.8,674.8,5619.85,Rest1,Rest
390668,1,638.2,674.6,5616.35,Rest1,Rest
390708,1,634.6,673.0,5614.95,Rest1,Rest
390748,1,637.1,671.8,5611.45,Rest1,Rest
390788,1,641.6,671.5,5613.1,Rest1,Rest
390828,1,640.7,669.1,5617.3,Rest1,Rest
390868,1,638.0,666.9,5638.95,Rest1,Rest
390908,1,640.7,665.6,5643.95,Rest1,Rest
390948,1,639.7,663.5,5654.65,Rest1,Rest
390988,1,643.3,663.9,5669.15,Rest1,Rest
391028,1,644.8,667.3,5673.5,Rest1,Rest
391068,1,644.9,666.3,5691.65,Rest1,Rest
391108,1,644.4,668.1,5693.1,Rest1,Rest
391148,1,642.2,670.2,5708.55,Rest1,Rest
391188,1,641.5,671.4,5714.15,Rest1,Rest
391228,1,641.4,675.0,5715.25,Rest1,Rest
391268,1,640.7,676.5,5727.95,Rest1,Rest
391308,1,641.2,675.1,5736.7,Rest1,Rest
391348,1,639.5,676.6,5750.15,Rest1,Rest
391388,1,642.1,677.5,5743.45,Rest1,Rest
391428,1,641.4,677.8,5746.85,Rest1,Rest
391468,1,644.5,677.8,5749.35,Rest1,Rest
391508,1,645.3,682.0,5754.4,Rest1,Rest
391548,1,642.2,686.4,5758.65,Rest1,Rest
391588,1,642.8,689.0,5747.8,Rest1,Rest
391628,1,643.2,689.3,5741.85,Rest1,Rest
391668,1,643.3,692.8,5743.75,Rest1,Rest
391708,1,644.5,693.6,5739.65,Rest1,Rest
391748,1,646.1,692.4,5728.15,Rest1,Rest
391788,1,644.9,692.3,5716.8,Rest1,Rest
391828,1,646.0,693.6,5720.35,Rest1,Rest
391868,1,644.5,696.9,5714.55,Rest1,Rest
391908,1,644.5,697.8,5706.5,Rest1,Rest
391948,1,644.0,698.5,5684.65,Rest1,Rest
391988,1,641.1,702.6,5616.8,Rest1,Rest
392028,1,633.5,712.6,5435.75,Rest1,Rest
392068,1,625.3,741.3,5209.05,Rest1,Rest
392108,1,347.0,664.4,5009.05,Rest1,Rest
392148,1,52.3,522.1,4800.7,Rest1,Rest
392188,1,39.8,491.4,4599.9,Rest1,Rest
392228,1,17.7,335.8,4427.65,Rest1,Rest
392268,1,19.7,328.6,4298.35,Rest1,Rest
392308,1,-1.9,296.9,4194.55,Rest1,Rest
392348,1,-8.6,276.7,4111.45,Rest1,Rest
392388,1,-11.1,278.7,4046.15,Rest1,Rest
392428,1,-14.0,277.9,3998.65,Rest1,Rest
392468,1,-12.9,282.7,3951.0,Rest1,Rest
392508,1,-10.1,286.1,3925.65,Rest1,Rest
392548,1,-11.8,276.5,3901.1,Rest1,Rest
392588,1,-10.8,263.0,3895.0,Rest1,Rest
392628,1,-10.8,262.7,3869.55,Rest1,Rest
392668,1,-12.5,262.9,3871.45,Rest1,Rest
392708,1,-11.4,259.4,3878.8,Rest1,Rest
392748,1,-11.7,260.7,3883.8,Rest1,Rest
392788,1,-10.3,259.8,3902.6,Rest1,Rest
392828,1,-7.4,259.7,3929.75,Rest1,Rest
392868,1,-7.0,256.1,3940.65,Rest1,Rest
392908,1,-5.3,256.2,3979.55,Rest1,Rest
392948,1,-2.2,249.8,4021.4,Rest1,Rest
392988,1,46.8,250.9,4075.35,Rest1,Rest
393028,1,533.2,253.9,4225.8,Rest1,Rest
393068,1,599.0,262.5,4262.35,Rest1,Rest
393108,1,603.5,255.5,4301.8,Rest1,Rest
393148,1,615.4,258.0,4366.05,Rest1,Rest
393188,1,651.3,248.8,4407.45,Rest1,Rest
393228,1,650.3,245.2,4438.6,Rest1,Rest
393268,1,651.7,244.7,4456.35,Rest1,Rest
393308,1,651.9,246.5,4464.9,Rest1,Rest
393348,1,653.8,246.0,4447.2,Rest1,Rest
393388,1,656.3,248.2,4417.4,Rest1,Rest
393428,1,653.2,247.2,4405.0,Rest1,Rest
393468,1,655.0,251.0,4384.25,Rest1,Rest
393508,1,653.6,253.2,4351.6,Rest1,Rest
393548,1,654.1,256.5,4328.75,Rest1,Rest
393588,1,652.3,256.9,4327.55,Rest1,Rest
393628,1,651.8,257.0,4315.6,Rest1,Rest
393668,1,651.4,259.2,4303.55,Rest1,Rest
393708,1,653.2,254.6,4298.9,Rest1,Rest
393748,1,650.8,254.2,4307.85,Rest1,Rest
393788,1,650.2,252.1,4301.45,Rest1,Rest
393828,1,651.4,256.9,4314.45,Rest1,Rest
393868,1,651.3,256.4,4313.1,Rest1,Rest
393908,1,656.4,257.6,4303.2,Rest1,Rest
393948,1,1086.7,263.9,4314.4,Rest1,Rest
393988,1,1325.3,272.6,4294.15,Rest1,Rest
394028,1,1330.2,270.9,4293.5,Rest1,Rest
394068,1,1327.9,274.4,4292.05,Rest1,Rest
394108,1,1328.6,273.8,4286.1,Rest1,Rest
394148,1,1328.0,274.6,4279.95,Rest1,Rest
394188,1,1325.9,274.8,4285.75,Rest1,Rest
394228,1,1333.4,265.7,4269.25,Rest1,Rest
394268,1,1332.2,268.4,4267.6,Rest1,Rest
394308,1,1329.6,267.8,4265.65,Rest1,Rest
394348,1,1332.8,270.7,4251.4,Rest1,Rest
394388,1,1333.7,268.7,4253.75,Rest1,Rest
394428,1,1331.7,266.8,4257.55,Rest1,Rest
394468,1,1331.8,265.3,4262.5,Rest1,Rest
394508,1,1335.1,266.0,4273.6,Rest1,Rest
394548,1,1334.9,265.0,4280.85,Rest1,Rest
394588,1,1332.7,262.1,4300.1,Rest1,Rest
394628,1,1331.2,261.6,4315.4,Rest1,Rest
394668,1,1330.6,259.3,4350.65,Rest1,Rest
394708,1,1329.6,258.1,4374.85,Rest1,Rest
394748,1,1329.6,259.6,4398.0,Rest1,Rest
394788,1,1329.1,258.3,4414.8,Rest1,Rest
394828,1,1329.1,255.3,4435.1,Rest1,Rest
394868,1,1328.0,255.2,4458.45,Rest1,Rest
394908,1,1325.4,254.5,4479.45,Rest1,Rest
394948,1,1325.7,253.0,4505.75,Rest1,Rest
394988,1,1130.0,269.2,4579.9,Rest1,Rest
395028,1,431.8,408.7,4598.65,Rest1,Rest
395068,1,127.6,612.8,4585.35,Rest1,Rest
395108,1,101.5,686.4,4612.75,Rest1,Rest
395148,1,95.9,689.9,4646.15,Rest1,Rest
395188,1,73.5,700.1,4656.2,Rest1,Rest
395228,1,44.1,719.8,4678.0,Rest1,Rest
395268,1,43.9,715.8,4687.25,Rest1,Rest
395308,1,43.5,718.9,4684.1,Rest1,Rest
395348,1,41.6,714.2,4666.95,Rest1,Rest
395388,1,40.4,719.2,4623.9,Rest1,Rest
395428,1,41.8,725.0,4576.15,Rest1,Rest
395468,1,42.4,727.8,4535.45,Rest1,Rest
395508,1,37.1,730.5,4489.95,Rest1,Rest
395548,1,39.7,728.3,4465.35,Rest1,Rest
395588,1,40.2,727.6,4440.2,Rest1,Rest
395628,1,40.3,725.1,4436.2,Rest1,Rest
395668,1,37.1,724.6,4423.35,Rest1,Rest
395708,1,37.9,725.4,4417.7,Rest1,Rest
395748,1,33.5,722.8,4425.95,Rest1,Rest
395788,1,36.9,723.3,4445.1,Rest1,Rest
395828,1,35.7,723.0,4464.0,Rest1,Rest
395868,1,36.3,720.9,4476.5,Rest1,Rest
395908,1,35.3,720.5,4502.85,Rest1,Rest
395948,1,38.1,722.7,4516.55,Rest1,Rest
395988,1,37.2,721.3,4531.85,Rest1,Rest
396028,1,402.6,764.0,4549.2,Rest1,Rest
396068,1,656.5,795.2,4524.15,Rest1,Rest
396108,1,658.9,791.4,4527.0,Rest1,Rest
396148,1,655.4,788.2,4542.35,Rest1,Rest
396188,1,655.0,791.4,4551.2,Rest1,Rest
396228,1,656.3,788.8,4574.8,Rest1,Rest
396268,1,657.0,787.0,4580.0,Rest1,Rest
396308,1,657.7,790.4,4591.05,Rest1,Rest
396348,1,658.5,791.7,4592.5,Rest1,Rest
396388,1,658.9,786.1,4575.85,Rest1,Rest
396428,1,659.3,787.4,4555.85,Rest1,Rest
396468,1,659.1,788.8,4534.85,Rest1,Rest
396508,1,658.0,792.5,4513.55,Rest1,Rest
396548,1,658.4,794.0,4500.0,Rest1,Rest
396588,1,658.6,799.6,4466.25,Rest1,Rest
396628,1,658.8,805.9,4450.15,Rest1,Rest
396668,1,662.7,803.9,4419.6,Rest1,Rest
396708,1,660.5,807.2,4408.6,Rest1,Rest
396748,1,662.8,813.5,4380.45,Rest1,Rest
396788,1,660.6,815.7,4341.9,Rest1,Rest
396828,1,662.4,812.9,4312.4,Rest1,Rest
396868,1,746.6,812.8,4282.05,Rest1,Rest
396908,1,1120.9,739.3,4270.05,Rest1,Rest
396948,1,1163.7,725.9,4257.85,Rest1,Rest
396988,1,1235.5,710.1,4265.0,Rest1,Rest
397028,1,1296.9,700.9,4275.05,Rest1,Rest
397068,1,1300.4,701.7,4275.65,Rest1,Rest
397108,1,1298.4,700.8,4284.85,Rest1,Rest
397148,1,1299.3,699.7,4287.15,Rest1,Rest
